,movieId,title,genres,year,imdbId,tmdbId,rating
87,88,Black Sheep,Comedy,1996,115697,13997,3.0177865612648223
88,89,Nick of Time,Action|Thriller,1995,113972,2086,3.2658227848101267
89,90,"Journey of August King, The",Drama,1995,113490,61548,3.4615384615384617
90,92,Mary Reilly,Drama|Horror|Thriller,1996,117002,9095,2.792682926829268
91,93,Vampire in Brooklyn,Comedy|Horror|Romance,1995,114825,12158,2.4313725490196076
92,94,Beautiful Girls,Comedy|Drama|Romance,1996,115639,9283,3.5821917808219177
93,95,Broken Arrow,Action|Adventure|Thriller,1996,115759,9208,3.1251063829787236
94,96,In the Bleak Midwinter,Comedy|Drama,1995,113403,40154,3.6
95,97,"Hate (Haine, La)",Crime|Drama,1995,113247,406,3.98989898989899
96,98,Shopping,Action|Thriller,1994,111173,45549,
97,99,Heidi Fleiss: Hollywood Madam,Documentary,1995,113283,63076,3.1363636363636362
98,100,City Hall,Drama|Thriller,1996,115907,11062,3.190582959641256
99,101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996,115734,13685,3.7937219730941703
100,102,Mr. Wrong,Comedy,1996,117102,47475,2.4285714285714284
101,103,Unforgettable,Mystery|Sci-Fi|Thriller,1996,118040,2045,3.0816326530612246
102,104,Happy Gilmore,Comedy,1996,116483,9614,3.384498480243161
103,105,"Bridges of Madison County, The",Drama|Romance,1995,112579,688,3.2954545454545454
104,106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,1994,110251,11907,3.7
105,107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996,117110,10874,3.2229299363057327
106,108,Catwalk,Documentary,1996,112646,89333,4.0
107,109,Headless Body in Topless Bar,Comedy|Drama|Thriller,1995,113276,96357,1.5
108,110,Braveheart,Action|Drama|War,1995,112573,197,4.038227938549482
109,111,Taxi Driver,Crime|Drama|Thriller,1976,75314,103,4.119331742243436
110,112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995,113326,33542,3.3740031897926634
111,113,Before and After,Drama|Mystery,1996,115645,43566,3.0462962962962963
112,114,Margaret's Museum,Drama,1995,113774,71754,3.4615384615384617
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le)",Comedy,1995,112556,43612,
114,116,Anne Frank Remembered,Documentary,1995,112373,51352,4.22093023255814
115,117,"Young Poisoner's Handbook, The",Crime|Drama,1995,115033,16934,3.7037037037037037
116,118,If Lucy Fell,Comedy|Romance,1996,116606,10324,2.9152542372881354
117,119,"Steal Big, Steal Little",Comedy,1995,114536,78406,2.5
118,120,Race the Sun,Adventure|Comedy|Drama,1996,117427,55731,3.0833333333333335
119,121,"Boys of St. Vincent, The",Drama,1992,106473,32119,3.761904761904762
120,122,Boomerang,Comedy|Romance,1992,103859,11066,2.8010471204188483
121,123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994,109424,11104,3.824324324324324
122,124,"Star Maker, The (Uomo delle stelle, L')",Drama,1995,114808,37975,4.021739130434782
123,125,Flirting With Disaster,Comedy,1996,116324,2074,3.816901408450704
124,126,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994,110647,27793,2.1714285714285713
125,127,"Silences of the Palace, The (Saimt el Qusur)",Drama,1994,111055,44284,3.0
126,128,Jupiter's Wife,Documentary,1994,110217,290157,3.375
127,129,Pie in the Sky,Comedy|Romance,1996,114131,110972,3.5454545454545454
128,130,Angela,Drama,1995,112364,32622,3.5
129,131,Frankie Starlight,Drama|Romance,1995,113107,73067,3.3
130,132,Jade,Thriller,1995,113451,11863,2.668181818181818
131,133,Nueba Yol,Comedy|Drama,1995,114015,55475,2.0
132,134,Sonic Outlaws,Documentary,1995,114500,124636,5.0
133,135,Down Periscope,Comedy,1996,116130,9101,3.046376811594203
134,136,From the Journals of Jean Seberg,Documentary,1995,113125,123360,3.0
135,137,Man of the Year,Documentary,1995,113756,5757,4.0
136,138,"Neon Bible, The",Drama,1995,113952,39428,3.25
137,139,Target,Action|Drama,1995,114618,124639,3.0
138,140,Up Close and Personal,Drama|Romance,1996,118055,9302,3.423954372623574
139,141,"Birdcage, The",Comedy,1996,115685,11000,3.499566724436742
140,0,0,0,0,0,0,0.0
141,143,Gospa,Drama,1995,113200,249882,
142,144,"Brothers McMullen, The",Comedy,1995,112585,16388,3.5529661016949152
143,145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995,112442,9737,3.223993288590604
144,146,"Amazing Panda Adventure, The",Adventure|Children,1995,112342,30765,2.409090909090909
145,147,"Basketball Diaries, The",Drama,1995,112461,10474,3.590909090909091
146,148,"Awfully Big Adventure, An",Drama,1995,112427,22279,2.840909090909091
147,149,Amateur,Crime|Drama|Thriller,1994,109093,30157,3.8620689655172415
148,150,Apollo 13,Adventure|Drama|IMAX,1995,112384,568,3.8672372611464967
149,151,Rob Roy,Action|Drama|Romance|War,1995,114287,11780,3.514388489208633
150,152,"Addiction, The",Drama|Horror,1995,112288,34996,3.2083333333333335
151,153,Batman Forever,Action|Adventure|Comedy|Crime,1995,112462,414,2.9210987726475746
152,154,Beauty of the Day (Belle de jour),Drama,1967,61395,649,3.7947976878612715
153,155,Beyond Rangoon,Adventure|Drama|War,1995,112495,1873,3.440677966101695
154,156,Blue in the Face,Comedy|Drama,1995,112541,5894,3.5055555555555555
155,157,Canadian Bacon,Comedy|War,1995,109370,1775,2.72992700729927
156,158,Casper,Adventure|Children,1995,112642,8839,2.9483037156704364
157,159,Clockers,Crime|Drama|Mystery,1995,112688,20649,3.5588235294117645
158,160,Congo,Action|Adventure|Mystery|Sci-Fi,1995,112715,10329,2.5898389095415117
159,161,Crimson Tide,Drama|Thriller|War,1995,112740,8963,3.760279605263158
160,162,Crumb,Documentary,1994,109508,26564,4.047021943573668
161,163,Desperado,Action|Romance|Western,1995,112851,8068,3.422192151556157
162,164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,112857,8512,3.504405286343612
163,165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995,112864,1572,3.5210293303818485
164,166,"Doom Generation, The",Comedy|Crime|Drama,1995,112887,13552,3.1923076923076925
165,167,Feast of July,Drama,1995,113044,259209,3.5
166,168,First Knight,Action|Drama|Romance,1995,113071,6520,3.08398133748056
167,169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995,113114,9073,2.3810975609756095
168,170,Hackers,Action|Adventure|Crime|Thriller,1995,113243,10428,3.19390243902439
169,171,Jeffrey,Comedy|Drama,1995,113464,17447,3.5675675675675675
170,172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,113481,9886,2.6772445820433437
171,173,Judge Dredd,Action|Crime|Sci-Fi,1995,113492,9482,2.55830164765526
172,174,Jury Duty,Comedy,1995,113500,19326,2.5504201680672267
173,175,Kids,Drama,1995,113540,9344,3.5217391304347827
174,176,Living in Oblivion,Comedy,1995,113677,9071,3.9746376811594204
175,177,Lord of Illusions,Horror,1995,113690,8973,2.9473684210526314
176,178,Love & Human Remains,Comedy|Drama,1993,107447,15730,3.6363636363636362
177,179,Mad Love,Drama|Romance,1995,113729,47608,2.590909090909091
178,180,Mallrats,Comedy|Romance,1995,113749,2293,3.563364055299539
179,181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995,113820,9070,1.9246575342465753
180,182,Moonlight and Valentino,Drama|Romance,1995,113851,68274,2.8823529411764706
181,183,Mute Witness,Comedy|Horror|Thriller,1994,110604,48787,3.25
182,184,Nadja,Drama,1994,110620,34574,3.088235294117647
183,185,"Net, The",Action|Crime|Thriller,1995,113957,1642,3.0864055299539173
184,186,Nine Months,Comedy|Romance,1995,113986,11472,2.9034782608695653
185,187,Party Girl,Comedy,1995,114095,36196,3.443396226415094
186,188,"Prophecy, The",Fantasy|Horror|Mystery,1995,114194,11980,3.512396694214876
187,189,Reckless,Comedy|Fantasy,1995,114241,58372,3.3684210526315788
188,190,Safe,Thriller,1995,114323,32646,3.7
189,191,"Scarlet Letter, The",Drama|Romance,1995,114345,10533,2.6845238095238093
190,192,"Show, The",Documentary,1995,114435,56088,3.25
191,193,Showgirls,Drama,1995,114436,10802,2.2681940700808627
192,194,Smoke,Comedy|Drama,1995,114478,10149,3.776315789473684
193,195,Something to Talk About,Comedy|Drama|Romance,1995,114496,18402,3.157754010695187
194,196,Species,Horror|Sci-Fi,1995,114508,9348,2.834931506849315
195,197,"Stars Fell on Henrietta, The",Drama,1995,114534,139408,3.0
196,198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,114558,281,3.396969696969697
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,1964,58450,5967,3.707317073170732
198,200,"Tie That Binds, The",Thriller,1995,114666,79593,3.0833333333333335
199,201,Three Wishes,Drama|Fantasy,1995,114663,47939,3.1315789473684212
200,202,Total Eclipse,Drama|Romance,1995,114702,36834,3.289473684210526
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,114682,9090,3.063973063973064
202,204,Under Siege 2: Dark Territory,Action,1995,114781,3512,2.974712643678161
203,205,Unstrung Heroes,Comedy|Drama,1995,114798,52856,3.4166666666666665
204,206,Unzipped,Documentary,1995,114805,77350,3.4411764705882355
205,207,"Walk in the Clouds, A",Drama|Romance,1995,114887,9560,3.414035087719298
206,208,Waterworld,Action|Adventure|Sci-Fi,1995,114898,9804,2.8484098939929328
207,209,White Man's Burden,Drama,1995,114928,31611,2.7777777777777777
208,210,Wild Bill,Western,1995,114938,65796,2.7708333333333335
209,211,"Browning Version, The",Drama,1994,109340,49805,3.712121212121212
210,212,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995,112602,26258,2.2241379310344827
211,213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994,111579,50797,3.9895833333333335
212,214,Before the Rain (Pred dozhdot),Drama|War,1994,110882,19155,4.078431372549019
213,215,Before Sunrise,Drama|Romance,1995,112471,76,3.885159010600707
214,216,Billy Madison,Comedy,1995,112508,11017,3.221461187214612
215,217,"Babysitter, The",Drama|Thriller,1995,112438,37141,2.5555555555555554
216,218,Boys on the Side,Comedy|Drama,1995,112571,9382,3.3211009174311927
217,219,"Cure, The",Drama,1995,112757,6715,3.5
218,220,Castle Freak,Horror,1995,112643,18256,2.4210526315789473
219,222,Circle of Friends,Drama|Romance,1995,112679,22625,3.4869281045751634
220,223,Clerks,Comedy,1994,109445,2292,3.87648927720413
221,224,Don Juan DeMarco,Comedy|Drama|Romance,1995,112883,1909,3.464503042596349
222,225,Disclosure,Drama|Thriller,1994,109635,8984,3.3333333333333335
223,226,Dream Man,Thriller,1995,112899,61813,4.25
224,227,Drop Zone,Action|Thriller,1994,109676,4954,2.970472440944882
225,228,Destiny Turns on the Radio,Comedy,1995,112854,62488,2.85
226,229,Death and the Maiden,Drama|Thriller,1994,109579,10531,3.656
227,230,Dolores Claiborne,Drama|Thriller,1995,109642,11929,3.6282722513089007
228,231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994,109686,8467,2.8669994128009395
229,232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994,111797,10451,4.041925465838509
230,233,Exotica,Drama,1994,109759,20156,3.532258064516129
231,234,Exit to Eden,Comedy,1994,109758,18395,2.7
232,235,Ed Wood,Comedy|Drama,1994,109707,522,3.619158878504673
233,236,French Kiss,Action|Comedy|Romance,1995,113117,397,3.316745655608215
234,237,Forget Paris,Comedy|Romance,1995,113097,10525,3.2507462686567163
235,238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995,113028,27985,3.0377358490566038
236,239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995,113198,15789,3.0174418604651163
237,240,Hideaway,Thriller,1995,113303,27303,2.7586206896551726
238,241,Fluke,Children|Drama,1995,113089,21183,3.0
239,242,Farinelli: il castrato,Drama|Musical,1994,109771,10954,3.4384615384615387
240,243,Gordy,Children|Comedy|Fantasy,1995,113199,47867,2.325
241,244,Gumby: The Movie,Animation|Children,1995,113234,43475,2.2916666666666665
242,245,"Glass Shield, The",Crime|Drama,1994,109906,72031,2.8823529411764706
243,246,Hoop Dreams,Documentary,1994,110057,14275,4.085687382297552
244,247,Heavenly Creatures,Crime|Drama,1994,110005,1024,3.90609756097561
245,248,Houseguest,Comedy,1994,110066,17207,3.0053475935828877
246,249,Immortal Beloved,Drama|Romance,1994,110116,13701,3.6785714285714284
247,250,Heavyweights (Heavy Weights),Children|Comedy,1995,110006,14819,3.021276595744681
248,251,"Hunted, The",Action,1995,113360,32631,3.3125
249,252,I.Q.,Comedy|Romance,1994,110099,11777,3.1885714285714286
250,253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994,110148,628,3.502405498281787
251,254,Jefferson in Paris,Drama,1995,113463,87729,3.0365853658536586
252,255,"Jerky Boys, The",Comedy,1995,110189,18713,2.2611940298507465
253,256,Junior,Comedy|Sci-Fi,1994,110216,6280,2.7650375939849625
254,257,Just Cause,Mystery|Thriller,1995,113501,9061,3.4794871794871796
255,258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995,113538,37108,2.6927083333333335
256,259,Kiss of Death,Crime|Drama|Thriller,1995,113552,6071,3.146788990825688
257,260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977,76759,11,4.189457202505219
258,261,Little Women,Drama,1994,110367,9587,3.6231751824817517
259,262,"Little Princess, A",Children|Drama,1995,113670,19101,3.797872340425532
260,263,Ladybird Ladybird,Drama,1994,110296,49980,3.9615384615384617
261,264,"Enfer, L'",Drama,1994,109731,17961,3.3
262,265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992,103994,18183,3.845528455284553
263,266,Legends of the Fall,Drama|Romance|War|Western,1994,110322,4476,3.4864029666254637
264,267,Major Payne,Comedy,1995,110443,11008,2.864102564102564
265,268,Little Odessa,Crime|Drama,1994,110365,47504,3.3815789473684212
266,269,My Crazy Life (Mi vida loca),Drama,1993,107566,32325,3.5357142857142856
267,270,Love Affair,Drama|Romance,1994,110391,43742,3.2364864864864864
268,271,Losing Isaiah,Drama,1995,113691,28313,3.2295081967213113
269,272,"Madness of King George, The",Comedy|Drama,1994,110428,11318,3.7670025188916876
270,273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1994,109836,3036,3.1683673469387754
271,274,Man of the House,Comedy,1995,113755,40490,2.957627118644068
272,275,Mixed Nuts,Comedy,1994,110538,24070,2.669230769230769
273,276,Milk Money,Comedy|Romance,1994,110516,8986,3.014388489208633
274,277,Miracle on 34th Street,Drama,1994,110527,10510,3.3663883089770357
275,278,Miami Rhapsody,Comedy,1995,113808,17402,2.9461538461538463
276,279,My Family,Drama,1995,113896,38722,3.7333333333333334
277,280,Murder in the First,Drama|Thriller,1995,113870,8438,3.7196969696969697
278,281,Nobody's Fool,Comedy|Drama|Romance,1994,110684,11593,3.7822966507177034
279,282,Nell,Drama,1994,110638,1945,3.3572593800978794
280,283,New Jersey Drive,Crime|Drama,1995,113967,39310,3.1666666666666665
281,284,New York Cop (Nyû Yôku no koppu),Action|Crime,1993,117169,109560,3.6666666666666665
282,285,Beyond Bedlam,Drama|Horror,1993,106402,56428,2.0833333333333335
283,286,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,1995,113948,63105,1.5714285714285714
284,287,Nina Takes a Lover,Comedy|Romance,1994,110671,131957,3.111111111111111
285,288,Natural Born Killers,Action|Crime|Thriller,1994,110632,241,3.266148814390842
286,289,Only You,Comedy|Romance,1994,110737,9058,3.3972972972972975
287,290,Once Were Warriors,Crime|Drama,1994,110729,527,4.044776119402985
288,291,Poison Ivy II,Drama|Thriller,1996,114151,18220,2.2222222222222223
289,292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995,114069,6950,3.4045718432510887
290,293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994,110413,101,4.074210139603233
291,294,"Perez Family, The",Comedy|Romance,1995,114113,63020,3.125
292,295,"Pyromaniac's Love Story, A",Comedy|Romance,1995,114210,2307,2.8333333333333335
293,296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994,110912,680,4.153516295025729
294,297,Panther,Drama,1995,114084,41478,2.5625
295,298,Pushing Hands (Tui shou),Drama,1992,105652,25296,3.5
296,299,Priest,Drama,1994,110889,40156,3.805755395683453
297,300,Quiz Show,Drama,1994,110932,11450,3.6752577319587627
298,301,Picture Bride (Bijo photo),Drama|Romance,1994,114129,30304,3.4130434782608696
299,302,"Queen Margot (Reine Margot, La)",Drama|Romance,1994,110963,10452,3.7531645569620253
300,303,"Quick and the Dead, The",Action|Thriller|Western,1995,114214,12106,3.1066481994459836
301,304,Roommates,Comedy|Drama,1995,114296,161495,2.962962962962963
302,305,Ready to Wear (Pret-A-Porter),Comedy,1994,110907,3586,2.6191709844559585
303,306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994,111495,110,4.043421052631579
304,307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993,108394,108,3.927113702623907
305,308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1994,111507,109,3.9466911764705883
306,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,1994,110769,159185,3.7586206896551726
307,310,Rent-a-Kid,Comedy,1995,114268,36357,2.7142857142857144
308,311,Relative Fear,Horror|Thriller,1994,110965,92769,2.5
309,312,Stuart Saves His Family,Comedy,1995,114571,28033,2.7094594594594597
310,313,"Swan Princess, The",Animation|Children,1994,111333,22586,3.1484375
311,314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994,111112,14334,3.8438914027149322
312,315,"Specialist, The",Action|Drama|Thriller,1994,111255,2636,2.888135593220339
313,316,Stargate,Action|Adventure|Sci-Fi,1994,111282,2164,3.3120212139068945
314,317,"Santa Clause, The",Comedy|Drama|Fantasy,1994,111070,11395,3.169811320754717
315,318,"Shawshank Redemption, The",Crime|Drama,1994,111161,278,4.469993781094527
316,319,Shallow Grave,Comedy|Drama|Thriller,1994,111149,9905,3.7808988764044944
317,320,Suture,Film-Noir|Thriller,1993,108260,87078,3.272727272727273
318,321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993,106966,12527,3.6923076923076925
319,322,Swimming with Sharks,Comedy|Drama,1995,114594,20306,3.6815286624203822
320,324,"Sum of Us, The",Comedy|Drama,1994,111309,36614,3.611111111111111
321,325,National Lampoon's Senior Trip,Comedy,1995,113936,27993,2.5701754385964914
322,326,To Live (Huozhe),Drama,1994,110081,31439,3.972972972972973
323,327,Tank Girl,Action|Comedy|Sci-Fi,1995,114614,9067,2.875
324,328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995,114608,9059,3.106299212598425
325,329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994,111280,193,3.3388134381701216
326,330,Tales from the Hood,Action|Crime|Horror,1995,114609,25066,2.8636363636363638
327,331,Tom & Viv,Drama,1994,111454,46797,3.3846153846153846
328,332,Village of the Damned,Horror|Sci-Fi,1995,114852,12122,2.7542372881355934
329,333,Tommy Boy,Comedy,1995,114694,11381,3.419928825622776
330,334,Vanya on 42nd Street,Drama,1994,111590,32636,3.963855421686747
331,335,Underneath,Mystery|Thriller,1995,114788,36141,3.4130434782608696
332,336,"Walking Dead, The",Drama|War,1995,114888,95963,2.7083333333333335
333,337,What's Eating Gilbert Grape,Drama,1993,108550,1587,3.708826695371367
334,338,Virtuosity,Action|Sci-Fi|Thriller,1995,114857,9271,2.9502074688796682
335,339,While You Were Sleeping,Comedy|Romance,1995,114924,2064,3.4698697068403908
336,340,"War, The",Adventure|Drama|War,1994,111667,19855,3.3266666666666667
337,341,Double Happiness,Drama,1994,109655,60855,3.25
338,342,Muriel's Wedding,Comedy,1994,110598,236,3.576539101497504
339,343,"Baby-Sitters Club, The",Children,1995,112435,48287,2.5306122448979593
340,344,Ace Ventura: Pet Detective,Comedy,1994,109040,3049,2.9694789081885857
341,345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994,109045,2759,3.6951219512195124
342,346,Backbeat,Drama|Musical,1993,106339,12635,3.2569444444444446
343,347,Bitter Moon,Drama|Film-Noir|Romance,1992,104779,10497,3.4871794871794872
344,348,Bullets Over Broadway,Comedy,1994,109348,11382,3.781395348837209
345,349,Clear and Present Danger,Action|Crime|Drama|Thriller,1994,109444,9331,3.6335095836087246
346,350,"Client, The",Drama|Mystery|Thriller,1994,109446,10731,3.4853113983548765
347,351,"Corrina, Corrina",Comedy|Drama|Romance,1994,109484,10464,3.2131147540983607
348,352,Crooklyn,Comedy|Drama,1994,109504,34152,3.4545454545454546
349,353,"Crow, The",Action|Crime|Fantasy|Thriller,1994,109506,9495,3.527683615819209
